1;0;2284;961;19;57
1;1;2336;963;14;46
1;9;2121;968;13;41
1;2;2441;957;21;70
1;4;2719;957;20;59
1;3;2512;963;22;62
1;6;2879;949;24;54
1;7;843;966;29;70
2;0;2284;961;19;57
2;1;2336;963;14;46
2;9;2121;968;13;41
2;2;2441;957;21;70
2;4;2719;957;20;59
2;3;2512;963;22;62
2;6;2879;949;24;54
2;7;846;966;26;70
3;0;2284;961;19;57
3;1;2336;963;14;46
3;9;2119;968;15;41
3;2;2441;957;21;70
3;4;2719;957;20;59
3;3;2509;965;24;58
3;6;2879;949;24;54
3;7;846;969;28;67
4;0;2284;961;19;57
4;1;2336;965;14;44
4;9;2119;968;15;41
4;2;2439;957;25;70
4;4;2716;957;21;59
4;3;2509;965;24;60
4;6;2879;949;24;54
4;7;846;966;28;70
5;0;2282;963;21;55
5;1;2336;965;14;44
5;9;2119;968;15;41
5;2;2438;955;23;72
5;4;2716;957;21;59
5;3;2509;965;24;60
5;6;2879;949;22;54
5;7;846;966;31;70
6;0;2282;963;21;55
6;1;2336;965;14;44
6;9;2119;968;15;44
6;2;2438;955;23;74
6;4;2716;957;23;59
6;3;2507;963;24;62
6;6;2879;949;22;54
6;7;848;966;33;70
7;0;2282;963;20;55
7;1;2336;965;13;44
7;9;2119;968;15;44
7;2;2438;955;23;74
7;4;2716;957;21;59
7;3;2509;965;20;59
7;6;2879;949;22;54
7;7;848;966;33;70
8;0;2282;963;20;55
8;1;2336;965;13;44
8;9;2119;966;15;41
8;2;2438;953;21;76
8;4;2716;957;21;59
8;3;2507;965;22;59
8;6;2879;949;22;54
8;7;848;966;33;70
9;0;2281;963;21;53
9;1;2336;965;13;44
9;9;2119;966;15;41
9;2;2438;955;21;72
9;4;2714;957;23;59
9;3;2509;965;18;59
9;6;2879;949;22;54
9;7;848;969;33;67
9;10;620;967;24;22
10;0;2281;961;21;55
10;1;2334;965;15;44
10;9;2119;966;15;41
10;2;2438;957;20;70
10;4;2714;957;23;59
10;3;2507;965;20;59
10;6;2879;949;22;54
10;7;848;969;33;67
11;0;2281;961;21;55
11;1;2334;963;15;46
11;9;2119;966;15;41
11;2;2438;957;20;70
11;4;2714;957;23;59
11;3;2507;963;20;61
11;6;2879;949;22;54
11;7;850;969;34;67
12;0;2281;961;21;55
12;1;2334;963;15;46
12;9;2119;966;15;41
12;2;2438;957;20;70
12;4;2714;957;23;59
12;3;2506;963;21;61
12;6;2879;949;22;54
12;7;850;969;34;67
13;0;2281;961;21;55
13;1;2334;963;15;46
13;9;2119;966;15;41
13;2;2436;957;22;68
13;4;2714;957;23;59
13;3;2506;963;21;61
13;6;2879;949;22;54
13;7;850;969;34;67
14;0;2281;963;21;53
14;1;2333;963;14;46
14;9;2119;966;15;41
14;2;2435;957;21;68
14;4;2714;957;23;59
14;3;2504;961;23;63
14;6;2879;949;22;54
14;7;850;969;34;67
15;0;2279;963;23;53
